0	 2048
1	 2073
2	 2098
3	 2123
4	 2148
5	 2173
6	 2198
7	 2223
8	 2248
9	 2273
10	 2298
11	 2323
12	 2348
13	 2373
14	 2397
15	 2422
16	 2447
17	 2471
18	 2496
19	 2520
20	 2545
21	 2569
22	 2593
23	 2618
24	 2642
25	 2666
26	 2690
27	 2713
28	 2737
29	 2761
30	 2784
31	 2808
32	 2831
33	 2854
34	 2877
35	 2900
36	 2923
37	 2945
38	 2968
39	 2990
40	 3012
41	 3035
42	 3056
43	 3078
44	 3100
45	 3121
46	 3143
47	 3164
48	 3185
49	 3206
50	 3226
51	 3247
52	 3267
53	 3287
54	 3307
55	 3327
56	 3346
57	 3366
58	 3385
59	 3404
60	 3422
61	 3441
62	 3459
63	 3477
64	 3495
65	 3513
66	 3530
67	 3547
68	 3564
69	 3581
70	 3598
71	 3614
72	 3630
73	 3646
74	 3661
75	 3677
76	 3692
77	 3707
78	 3721
79	 3736
80	 3750
81	 3764
82	 3777
83	 3791
84	 3804
85	 3816
86	 3829
87	 3841
88	 3853
89	 3865
90	 3876
91	 3887
92	 3898
93	 3909
94	 3919
95	 3929
96	 3939
97	 3949
98	 3958
99	 3967
100	 3975
101	 3984
102	 3992
103	 3999
104	 4007
105	 4014
106	 4021
107	 4028
108	 4034
109	 4040
110	 4045
111	 4051
112	 4056
113	 4061
114	 4065
115	 4069
116	 4073
117	 4077
118	 4080
119	 4083
120	 4085
121	 4088
122	 4090
123	 4092
124	 4093
125	 4094
126	 4095
127	 4095
128	 4095
129	 4095
130	 4095
131	 4094
132	 4093
133	 4092
134	 4090
135	 4088
136	 4086
137	 4083
138	 4080
139	 4077
140	 4074
141	 4070
142	 4066
143	 4061
144	 4057
145	 4051
146	 4046
147	 4041
148	 4035
149	 4028
150	 4022
151	 4015
152	 4008
153	 4000
154	 3993
155	 3985
156	 3976
157	 3968
158	 3959
159	 3950
160	 3940
161	 3931
162	 3921
163	 3910
164	 3900
165	 3889
166	 3878
167	 3866
168	 3855
169	 3843
170	 3831
171	 3818
172	 3805
173	 3792
174	 3779
175	 3765
176	 3752
177	 3738
178	 3723
179	 3709
180	 3694
181	 3679
182	 3663
183	 3648
184	 3632
185	 3616
186	 3600
187	 3583
188	 3567
189	 3550
190	 3532
191	 3515
192	 3497
193	 3480
194	 3461
195	 3443
196	 3425
197	 3406
198	 3387
199	 3368
200	 3349
201	 3329
202	 3310
203	 3290
204	 3270
205	 3249
206	 3229
207	 3208
208	 3188
209	 3167
210	 3145
211	 3124
212	 3103
213	 3081
214	 3059
215	 3037
216	 3015
217	 2993
218	 2971
219	 2948
220	 2926
221	 2903
222	 2880
223	 2857
224	 2834
225	 2811
226	 2787
227	 2764
228	 2740
229	 2716
230	 2693
231	 2669
232	 2645
233	 2621
234	 2597
235	 2572
236	 2548
237	 2524
238	 2499
239	 2475
240	 2450
241	 2425
242	 2401
243	 2376
244	 2351
245	 2326
246	 2301
247	 2276
248	 2251
249	 2226
250	 2201
251	 2176
252	 2151
253	 2126
254	 2101
255	 2076
256	 2051
257	 2026
258	 2001
259	 1975
260	 1950
261	 1925
262	 1900
263	 1875
264	 1850
265	 1825
266	 1800
267	 1775
268	 1750
269	 1726
270	 1701
271	 1676
272	 1651
273	 1627
274	 1602
275	 1578
276	 1553
277	 1529
278	 1505
279	 1481
280	 1456
281	 1432
282	 1408
283	 1385
284	 1361
285	 1337
286	 1314
287	 1290
288	 1267
289	 1244
290	 1221
291	 1198
292	 1175
293	 1153
294	 1130
295	 1108
296	 1085
297	 1063
298	 1041
299	 1020
300	 998
301	 976
302	 955
303	 934
304	 913
305	 892
306	 871
307	 851
308	 831
309	 811
310	 791
311	 771
312	 751
313	 732
314	 713
315	 694
316	 675
317	 657
318	 638
319	 620
320	 602
321	 585
322	 567
323	 550
324	 533
325	 516
326	 499
327	 483
328	 467
329	 451
330	 436
331	 420
332	 405
333	 390
334	 376
335	 361
336	 347
337	 333
338	 320
339	 306
340	 293
341	 280
342	 268
343	 255
344	 243
345	 232
346	 220
347	 209
348	 198
349	 187
350	 177
351	 167
352	 157
353	 148
354	 138
355	 129
356	 121
357	 112
358	 104
359	 97
360	 89
361	 82
362	 75
363	 68
364	 62
365	 56
366	 50
367	 45
368	 40
369	 35
370	 30
371	 26
372	 22
373	 19
374	 15
375	 13
376	 10
377	 7
378	 5
379	 4
380	 2
381	 1
382	 0
383	 0
384	 0
385	 0
386	 0
387	 1
388	 2
389	 3
390	 5
391	 7
392	 9
393	 11
394	 14
395	 17
396	 21
397	 25
398	 29
399	 33
400	 38
401	 43
402	 48
403	 54
404	 60
405	 66
406	 72
407	 79
408	 86
409	 94
410	 101
411	 109
412	 117
413	 126
414	 135
415	 144
416	 153
417	 163
418	 173
419	 183
420	 194
421	 205
422	 216
423	 227
424	 239
425	 251
426	 263
427	 275
428	 288
429	 301
430	 314
431	 328
432	 342
433	 356
434	 370
435	 384
436	 399
437	 414
438	 430
439	 445
440	 461
441	 477
442	 493
443	 510
444	 526
445	 543
446	 560
447	 578
448	 595
449	 613
450	 631
451	 649
452	 668
453	 687
454	 705
455	 725
456	 744
457	 763
458	 783
459	 803
460	 823
461	 843
462	 863
463	 884
464	 905
465	 926
466	 947
467	 968
468	 990
469	 1011
470	 1033
471	 1055
472	 1077
473	 1099
474	 1121
475	 1144
476	 1166
477	 1189
478	 1212
479	 1235
480	 1258
481	 1281
482	 1305
483	 1328
484	 1352
485	 1375
486	 1399
487	 1423
488	 1447
489	 1471
490	 1495
491	 1519
492	 1544
493	 1568
494	 1593
495	 1617
496	 1642
497	 1666
498	 1691
499	 1716
500	 1741
501	 1766
502	 1790
503	 1815
504	 1840
505	 1865
506	 1890
507	 1915
508	 1941
509	 1966
510	 1991
511	 2016
512	 2041
513	 2066
514	 2091
515	 2116
516	 2141
517	 2167
518	 2192
519	 2217
520	 2242
521	 2267
522	 2292
523	 2317
524	 2341
525	 2366
526	 2391
527	 2416
528	 2440
529	 2465
530	 2490
531	 2514
532	 2539
533	 2563
534	 2587
535	 2611
536	 2635
537	 2659
538	 2683
539	 2707
540	 2731
541	 2755
542	 2778
543	 2802
544	 2825
545	 2848
546	 2871
547	 2894
548	 2917
549	 2939
550	 2962
551	 2984
552	 3007
553	 3029
554	 3051
555	 3073
556	 3094
557	 3116
558	 3137
559	 3158
560	 3179
561	 3200
562	 3221
563	 3241
564	 3262
565	 3282
566	 3302
567	 3322
568	 3341
569	 3361
570	 3380
571	 3399
572	 3417
573	 3436
574	 3454
575	 3473
576	 3490
577	 3508
578	 3526
579	 3543
580	 3560
581	 3577
582	 3593
583	 3610
584	 3626
585	 3642
586	 3657
587	 3673
588	 3688
589	 3703
590	 3718
591	 3732
592	 3746
593	 3760
594	 3774
595	 3787
596	 3800
597	 3813
598	 3826
599	 3838
600	 3850
601	 3862
602	 3873
603	 3885
604	 3896
605	 3906
606	 3917
607	 3927
608	 3937
609	 3946
610	 3955
611	 3964
612	 3973
613	 3982
614	 3990
615	 3997
616	 4005
617	 4012
618	 4019
619	 4026
620	 4032
621	 4038
622	 4044
623	 4049
624	 4055
625	 4059
626	 4064
627	 4068
628	 4072
629	 4076
630	 4079
631	 4082
632	 4085
633	 4087
634	 4089
635	 4091
636	 4093
637	 4094
638	 4095
639	 4095
640	 4095
641	 4095
642	 4095
643	 4094
644	 4093
645	 4092
646	 4091
647	 4089
648	 4086
649	 4084
650	 4081
651	 4078
652	 4075
653	 4071
654	 4067
655	 4062
656	 4058
657	 4053
658	 4048
659	 4042
660	 4036
661	 4030
662	 4024
663	 4017
664	 4010
665	 4002
666	 3995
667	 3987
668	 3979
669	 3970
670	 3961
671	 3952
672	 3943
673	 3933
674	 3923
675	 3913
676	 3903
677	 3892
678	 3881
679	 3869
680	 3858
681	 3846
682	 3834
683	 3821
684	 3809
685	 3796
686	 3782
687	 3769
688	 3755
689	 3741
690	 3727
691	 3712
692	 3698
693	 3683
694	 3667
695	 3652
696	 3636
697	 3620
698	 3604
699	 3588
700	 3571
701	 3554
702	 3537
703	 3520
704	 3502
705	 3484
706	 3466
707	 3448
708	 3430
709	 3411
710	 3392
711	 3373
712	 3354
713	 3334
714	 3315
715	 3295
716	 3275
717	 3255
718	 3234
719	 3214
720	 3193
721	 3172
722	 3151
723	 3130
724	 3108
725	 3087
726	 3065
727	 3043
728	 3021
729	 2999
730	 2977
731	 2954
732	 2932
733	 2909
734	 2886
735	 2863
736	 2840
737	 2817
738	 2793
739	 2770
740	 2746
741	 2723
742	 2699
743	 2675
744	 2651
745	 2627
746	 2603
747	 2579
748	 2554
749	 2530
750	 2506
751	 2481
752	 2456
753	 2432
754	 2407
755	 2382
756	 2358
757	 2333
758	 2308
759	 2283
760	 2258
761	 2233
762	 2208
763	 2183
764	 2158
765	 2133
766	 2108
767	 2082
768	 2057
769	 2032
770	 2007
771	 1982
772	 1957
773	 1932
774	 1907
775	 1882
776	 1857
777	 1832
778	 1807
779	 1782
780	 1757
781	 1732
782	 1707
783	 1682
784	 1658
785	 1633
786	 1609
787	 1584
788	 1560
789	 1535
790	 1511
791	 1487
792	 1463
793	 1439
794	 1415
795	 1391
796	 1367
797	 1343
798	 1320
799	 1297
800	 1273
801	 1250
802	 1227
803	 1204
804	 1181
805	 1158
806	 1136
807	 1113
808	 1091
809	 1069
810	 1047
811	 1025
812	 1004
813	 982
814	 961
815	 939
816	 918
817	 897
818	 877
819	 856
820	 836
821	 816
822	 796
823	 776
824	 756
825	 737
826	 718
827	 699
828	 680
829	 661
830	 643
831	 625
832	 607
833	 589
834	 572
835	 554
836	 537
837	 520
838	 504
839	 487
840	 471
841	 455
842	 440
843	 424
844	 409
845	 394
846	 379
847	 365
848	 351
849	 337
850	 323
851	 310
852	 296
853	 284
854	 271
855	 259
856	 246
857	 235
858	 223
859	 212
860	 201
861	 190
862	 180
863	 170
864	 160
865	 150
866	 141
867	 132
868	 123
869	 115
870	 106
871	 99
872	 91
873	 84
874	 77
875	 70
876	 64
877	 58
878	 52
879	 46
880	 41
881	 36
882	 32
883	 27
884	 23
885	 20
886	 16
887	 13
888	 11
889	 8
890	 6
891	 4
892	 3
893	 1
894	 0
895	 0
896	 0
897	 0
898	 0
899	 0
900	 1
901	 3
902	 4
903	 6
904	 8
905	 11
906	 14
907	 17
908	 20
909	 24
910	 28
911	 32
912	 37
913	 42
914	 47
915	 52
916	 58
917	 64
918	 71
919	 77
920	 84
921	 92
922	 99
923	 107
924	 115
925	 124
926	 133
927	 142
928	 151
929	 161
930	 170
931	 181
932	 191
933	 202
934	 213
935	 224
936	 236
937	 248
938	 260
939	 272
940	 285
941	 298
942	 311
943	 324
944	 338
945	 352
946	 366
947	 381
948	 395
949	 410
950	 426
951	 441
952	 457
953	 473
954	 489
955	 505
956	 522
957	 539
958	 556
959	 573
960	 591
961	 608
962	 626
963	 645
964	 663
965	 682
966	 701
967	 720
968	 739
969	 758
970	 778
971	 798
972	 818
973	 838
974	 858
975	 879
976	 899
977	 920
978	 941
979	 963
980	 984
981	 1005
982	 1027
983	 1049
984	 1071
985	 1093
986	 1115
987	 1138
988	 1161
989	 1183
990	 1206
991	 1229
992	 1252
993	 1275
994	 1299
995	 1322
996	 1346
997	 1369
998	 1393
999	 1417
1000	 1441
1001	 1465
1002	 1489
1003	 1513
1004	 1537
1005	 1562
1006	 1586
1007	 1611
1008	 1635
1009	 1660
1010	 1685
1011	 1709
1012	 1734
1013	 1759
1014	 1784
1015	 1809
1016	 1834
1017	 1859
1018	 1884
1019	 1909
1020	 1934
1021	 1959
1022	 1984
1023	 2009
